colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
Starlit Black,AED,https://f.nooncdn.com/p/pnsku/N70092242V/45/_/1720702943/bc1eaad8-d57a-4d8f-871e-b4743402bcae.jpg?format=jpg&width=240,Note40X Dual SIM Starlit Black 8+8GB RAM 256GB 5G - Middle East Version,,Android 14,2,MediaTek Dimensity,16 GB,672.95,256 GB,https://www.noon.com/uae-en/note40x-dual-sim-starlit-black-8-8gb-ram-256gb-5g-middle-east-version/N70092240V/p/?o=a1718a3652c1658a
Sunset Gold,AED,https://f.nooncdn.com/p/pnsku/N70087999V/45/_/1719568675/a24a2000-b54d-4ed7-b893-fadad40a5fea.jpg?format=jpg&width=240,Reno12 Pro Dual SIM Sunset Gold 12GB RAM 512GB 5G+ Buds2Pro - Middle East Version,,,2,MediaTek Dimensity,12 GB,1990.0,512 GB,https://www.noon.com/uae-en/reno12-pro-dual-sim-sunset-gold-12gb-ram-512gb-5g-buds2pro-middle-east-version/N70088000V/p/?o=af174fe8caeeae7a
Nebula Red,AED,https://f.nooncdn.com/p/pnsku/N70101909V/45/_/1724231414/ae0d2939-f157-49cb-81f2-99862614aca8.jpg?format=jpg&width=240,A60 Dual SIM Nebula Red 6GB RAM 128GB 5G - Middle East Version,,,2,Qualcomm Snapdragon,6 GB,629.0,128 GB,https://www.noon.com/uae-en/a60-dual-sim-nebula-red-6gb-ram-128gb-5g-middle-east-version/N70101909V/p/?o=c7ff73eaf861f14e
Phantom Black,AED,https://f.nooncdn.com/p/v1687430470/N53344199A_1.jpg?format=jpg&width=240,Galaxy Z Fold 4 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version,1995.0,,2,,12 GB,6799.0,256 GB,https://www.noon.com/uae-en/galaxy-z-fold-4-5g-dual-sim-phantom-black-12gb-ram-256gb-international-version/N53344200A/p/?o=fe17ae7bb02445da
Silver Shadow,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy Z Fold 6 Dual SIM Silver shadow 12GB RAM 512GB 5G - International Version,4845.0,Android 14,3,Qualcomm Snapdragon,12 GB,5422.1,512 GB,https://www.noon.com/uae-en/galaxy-z-fold-6-dual-sim-silver-shadow-12gb-ram-512gb-5g-international-version/N70092364V/p/?o=a0bd5cd467a40a9c
Rock Grey,AED,https://f.nooncdn.com/p/pnsku/N70042369V/45/_/1712125755/eccfeb40-bddd-41b6-bf6a-3c94f94eec73.jpg?format=jpg&width=240,Reno 11 Dual SIM Rock Grey 12GB RAM 256GB 5G - UAE Version + Buds 2,1249.0,,3,,12 GB,1759.0,256 GB,https://www.noon.com/uae-en/reno-11-dual-sim-rock-grey-12gb-ram-256gb-5g-uae-version-buds-2/N70042369V/p/?o=d7ce8d6ce658b45c
Titanium Yellow,AED,https://f.nooncdn.com/p/pnsku/N70036951V/45/_/1705580020/d99767c9-4c49-4138-959c-c34090bf3946.jpg?format=jpg&width=240,Galaxy S24 Ultra Dual SIM Titanium Yellow 12GB RAM 512GB 5G - International Version,3599.0,,3,,12 GB,5899.0,512 GB,https://www.noon.com/uae-en/galaxy-s24-ultra-dual-sim-titanium-yellow-12gb-ram-512gb-5g-international-version/N70036954V/p/?o=c120760420baff3e
Phantom Black,AED,https://f.nooncdn.com/p/v1675009305/N53374451A_2.jpg?format=jpg&width=240,Galaxy S23 5G Dual SIM Phantom Black 8GB RAM 128GB - Middle East Version,1924.0,,3,,8 GB,3199.0,128 GB,https://www.noon.com/uae-en/galaxy-s23-5g-dual-sim-phantom-black-8gb-ram-128gb-middle-east-version/N53374473A/p/?o=e1d129a51398568f
Deep Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Pro Max 256GB Deep Purple 5G With FaceTime - Middle East Version,4349.0,,3,Apple,6 GB,5099.0,256 GB,https://www.noon.com/uae-en/iphone-14-pro-max-256gb-deep-purple-5g-with-facetime-middle-east-version/N53346840A/p/?o=bd1003a0575ac09d
Midnight Black,AED,https://f.nooncdn.com/p/pnsku/N70035018V/45/_/1706515808/d34ad4ad-4a00-4a8b-95e8-8485dcb7fa5a.jpg?format=jpg&width=240,Redmi Note 13 Pro 5G Dual SIM Midnight Black 12GB RAM 512GB - Global Version,,Android 13,3,,12 GB,1109.2,512 GB,https://www.noon.com/uae-en/redmi-note-13-pro-5g-dual-sim-midnight-black-12gb-ram-512gb-global-version/N70035016V/p/?o=a652c783c56a80ce
Midnight Black,AED,https://f.nooncdn.com/p/pnsku/N70035018V/45/_/1706515808/d34ad4ad-4a00-4a8b-95e8-8485dcb7fa5a.jpg?format=jpg&width=240,Redmi Note 13 Pro 5G Dual SIM Midnight Black 12GB RAM 512GB - Global Version,,Android 13,3,,12 GB,1076.9,512 GB,https://www.noon.com/uae-en/redmi-note-13-pro-5g-dual-sim-midnight-black-12gb-ram-512gb-global-version/N70035016V/p/?o=d5447d1f79c7fa2d
Rock Grey,AED,https://f.nooncdn.com/p/pnsku/N70042369V/45/_/1712125755/eccfeb40-bddd-41b6-bf6a-3c94f94eec73.jpg?format=jpg&width=240,Reno 11 Dual SIM Rock Grey 12GB RAM 256GB 5G - UAE Version + Buds 2,1247.95,,3,,12 GB,1759.0,256 GB,https://www.noon.com/uae-en/reno-11-dual-sim-rock-grey-12gb-ram-256gb-5g-uae-version-buds-2/N70042369V/p/?o=d516360ebb38202f
Ocean Blue,AED,https://f.nooncdn.com/p/pnsku/N70101909V/45/_/1724231414/ae0d2939-f157-49cb-81f2-99862614aca8.jpg?format=jpg&width=240,A60 Dual SIM Ocean Blue 6GB RAM 128GB 5G - Middle East Version,,,3,Qualcomm Snapdragon,6 GB,629.0,128 GB,https://www.noon.com/uae-en/a60-dual-sim-ocean-blue-6gb-ram-128gb-5g-middle-east-version/N70101873V/p/?o=d7d81840e13e3f2a
Ocean Blue,AED,https://f.nooncdn.com/p/pnsku/N70101909V/45/_/1724231414/ae0d2939-f157-49cb-81f2-99862614aca8.jpg?format=jpg&width=240,A60 Dual SIM Ocean Blue 6GB RAM 128GB 5G - Middle East Version,,,3,Qualcomm Snapdragon,6 GB,589.0,128 GB,https://www.noon.com/uae-en/a60-dual-sim-ocean-blue-6gb-ram-128gb-5g-middle-east-version/N70101873V/p/?o=ef997aff9985f95c
Black,AED,https://f.nooncdn.com/p/pnsku/N70087080V/45/_/1723105705/96115ac7-3216-40ab-8047-d2b5d833ce2a.jpg?format=jpg&width=240,Phone 1 Dual Sim Black 8GB RAM 256GB 5G - Middle East Version,,,3,MediaTek Dimensity,8 GB,969.0,256 GB,https://www.noon.com/uae-en/phone-1-dual-sim-black-8gb-ram-256gb-5g-middle-east-version/N70087080V/p/?o=c07dc149c641b86b
Titanium Gray,AED,https://f.nooncdn.com/p/pnsku/N70035273V/45/_/1712239190/5517bdb1-4164-4da3-841c-76bd320c20a6.jpg?format=jpg&width=240,Galaxy S24 Ultra Dual SIM Titanium Gray 12GB RAM 1TB 5G - Middle East Version,4599.8,,3,,12 GB,5004.3,1024 GB,https://www.noon.com/uae-en/galaxy-s24-ultra-dual-sim-titanium-gray-12gb-ram-1tb-5g-middle-east-version/N70035274V/p/?o=ee5df1f4e4eb375e
Awesome Navy,AED,https://f.nooncdn.com/p/pnsku/N70049810V/45/_/1715173536/8d42d30d-dd7d-4af5-b29b-cf2ef906bba8.jpg?format=jpg&width=240,Galaxy A35 Dual SIM Awesome Navy 8GB RAM 256GB 5G - Middle East Version,1026.0,,3,,8 GB,1299.0,8 GB,https://www.noon.com/uae-en/galaxy-a35-dual-sim-awesome-navy-8gb-ram-256gb-5g-middle-east-version/N70049913V/p/?o=e60fbeddd2f3115b
Awesome Graphite,AED,https://f.nooncdn.com/p/v1687521107/N53389452A_1.jpg?format=jpg&width=240,Galaxy A54 Dual Sim Awesome Graphite 8GB RAM 256GB 5G - Middle East Version,1046.0,,3,Samsung Exynos,8 GB,1699.0,256 GB,https://www.noon.com/uae-en/galaxy-a54-dual-sim-awesome-graphite-8gb-ram-256gb-5g-middle-east-version/N53389452A/p/?o=a78da76cee23076f
Graphite Gray,AED,,Redmi 12C Dual SIM Graphite Gray 4GB RAM 128GB 4G - Global Version,258.0,Android 12,3,,4 GB,549.0,128 GB,https://www.noon.com/uae-en/redmi-12c-dual-sim-graphite-gray-4gb-ram-128gb-4g-global-version/N53385360A/p/?o=ef09f3bf6e99a73c
Awesome Iceblue,AED,https://f.nooncdn.com/p/pnsku/N70049811V/45/_/1709736900/c0f500f3-7b40-4325-93dd-26bbb6aa7bab.jpg?format=jpg&width=240,Galaxy A35 Dual SIM Awesome Ice Blue 6GB RAM 128GB 5G - Middle East Version,,,3,,6 GB,794.0,6 GB,https://www.noon.com/uae-en/galaxy-a35-dual-sim-awesome-ice-blue-6gb-ram-128gb-5g-middle-east-version/N70049811V/p/?o=a9acd911eb446cce
Midnight Black,AED,https://f.nooncdn.com/p/pnsku/N70030003V/45/_/1704967996/f8f59d2a-3481-4947-8d66-2ccf1cc9b559.jpg?format=jpg&width=240,Redmi Note 13 Pro 5G Dual SIM Midnight Black 12GB RAM 512GB - Global Version,1040.2,,3,Qualcomm Snapdragon,12 GB,1110.15,512 GB,https://www.noon.com/uae-en/redmi-note-13-pro-5g-dual-sim-midnight-black-12gb-ram-512gb-global-version/N70030002V/p/?o=d2e737a64c8019ca
Razor Green,AED,https://f.nooncdn.com/p/pnsku/N70085256V/45/_/1719398266/306d2763-3289-4e6a-845d-7052dbbe09f1.jpg?format=jpg&width=240,GT6 Dual SIM Razor Green 12+12GB RAM 256GB 5G - Middle East Version,1649.0,Android 14,3,Qualcomm Snapdragon,12 GB,1999.0,256 GB,https://www.noon.com/uae-en/gt6-dual-sim-razor-green-12-12gb-ram-256gb-5g-middle-east-version/N70085234V/p/?o=ae896d44aefe7d4a
White Titanium,AED,https://f.nooncdn.com/p/pnsku/N53432505A/45/_/1694762162/d6d06664-7010-4259-ac84-32f11bb70ee1.jpg?format=jpg&width=240,iPhone 15 Pro 128GB White Titanium 5G With FaceTime - International Version,3599.0,,3,Apple Bionic,8 GB,4299.0,128 GB,https://www.noon.com/uae-en/iphone-15-pro-128gb-white-titanium-5g-with-facetime-international-version/N53432843A/p/?o=eb89f693bd156bdd
Awesome Graphite,AED,https://f.nooncdn.com/p/v1687521110/N53393271A_1.jpg?format=jpg&width=240,Galaxy A34 Dual Sim Awesome Graphite 8GB RAM 128GB 5G - Middle East Version,789.0,,3,MediaTek Dimensity,8 GB,1299.0,128 GB,https://www.noon.com/uae-en/galaxy-a34-dual-sim-awesome-graphite-8gb-ram-128gb-5g-middle-east-version/N53393271A/p/?o=c53013aeb39e5f8a
Chromatic Gray,AED,https://f.nooncdn.com/p/v1680515659/N53397238A_2.jpg?format=jpg&width=240,Nord CE 3 Lite Dual Sim Chromatic Gray 8GB RAM 128GB 5G - International Version,645.0,,3,Qualcomm Snapdragon,8 GB,999.0,128 GB,https://www.noon.com/uae-en/nord-ce-3-lite-dual-sim-chromatic-gray-8gb-ram-128gb-5g-international-version/N53397238A/p/?o=b6c7b1f6fda3b26c
Silver,AED,https://f.nooncdn.com/p/pnsku/N70027739V/45/_/1717680302/96ea8c1d-b97f-4536-bf22-90834083685f.jpg?format=jpg&width=240,Galaxy A05 Dual SIM Silver 4GB RAM 128GB 4G LTE - Middle East Version,329.0,,3,,4 GB,449.0,128 GB,https://www.noon.com/uae-en/galaxy-a05-dual-sim-silver-4gb-ram-128gb-4g-lte-middle-east-version/N70027719V/p/?o=db9b2965cb8f8f2b
Mocha Brown,AED,https://f.nooncdn.com/p/pnsku/N70071628V/45/_/1715328403/4189042f-bd8c-44a6-a4e2-4df6b1eef022.jpg?format=jpg&width=240,Y18 4G Dual SIM Mocha Brown 6GB RAM & 128GB ROM With Online Exclusive Gift Neck Band - Middle East Version,,,3,,6 GB,459.0,128 GB,https://www.noon.com/uae-en/y18-4g-dual-sim-mocha-brown-6gb-ram-128gb-rom-with-online-exclusive-gift-neck-band-middle-east-version/N70071628V/p/?o=e8bb8fd3d1004f6f
Polar Silver,AED,https://f.nooncdn.com/p/v1688911944/N53414856A_1.jpg?format=jpg&width=240,Redmi 12 Dual SIM Polar Silver 8GB RAM 128GB 4G - Global Version,450.6,,3,,8 GB,599.0,128 GB,https://www.noon.com/uae-en/redmi-12-dual-sim-polar-silver-8gb-ram-128gb-4g-global-version/N53414855A/p/?o=be77905c070d549a
Blue,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 15 Physical Dual Sim 128GB Blue 5G Without FaceTime,2699.0,,3,Apple Bionic,6 GB,3399.0,128 GB,https://www.noon.com/uae-en/iphone-15-physical-dual-sim-128gb-blue-5g-without-facetime/N53432555A/p/?o=a5d31242581262ff
Midnight Black,AED,https://f.nooncdn.com/p/pnsku/N70059803V/45/_/1724165764/1ef86739-2886-449b-b8e0-84f1e24b595e.jpg?format=jpg&width=240,X7b Dual SIM Midnight Black 8GB RAM 256GB 5G - Middle East Version,,,3,,8 GB,599.0,256 GB,https://www.noon.com/uae-en/x7b-dual-sim-midnight-black-8gb-ram-256gb-5g-middle-east-version/N70059805V/p/?o=f5cc07c81badd96d
Eternal Green,AED,https://f.nooncdn.com/p/v1687265319/N53376000A_1.jpg?format=jpg&width=240,11 Dual SIM Eternal Green 16GB RAM 256GB 5G - International Version,1597.0,,3,Qualcomm Snapdragon,16 GB,3099.0,256 GB,https://www.noon.com/uae-en/11-dual-sim-eternal-green-16gb-ram-256gb-5g-international-version/N53376000A/p/?o=ba75897eefcfa64a
Black Titanium,AED,https://f.nooncdn.com/p/pnsku/N53433233A/45/_/1694762131/22aebdac-81dc-481d-a81e-33c571ea7254.jpg?format=jpg&width=240,iPhone 15 Pro Max 512GB Black Titanium 5G With FaceTime - Middle East Version,5147.8,,3,Apple Bionic,8 GB,5949.0,512 GB,https://www.noon.com/uae-en/iphone-15-pro-max-512gb-black-titanium-5g-with-facetime-middle-east-version/N53433233A/p/?o=cb0b6d3d22fd0b7e
Blue,AED,,8210 Dual Sim Blue 48MB RAM 128MB 4G - Middle East Version,106.0,,3,Unisoc,48 MB,180.0,128 MB,https://www.noon.com/uae-en/8210-dual-sim-blue-48mb-ram-128mb-4g-middle-east-version/N53357591A/p/?o=a3f33410b31dd33e
Woodland Green/Pioneer Green,AED,https://f.nooncdn.com/p/pnsku/N70059168V/45/_/1711693857/564a1353-7b02-4fb4-b7db-ef0c2ed76a1a.jpg?format=jpg&width=240,12 5G Dual SIM Woodland Green/Pioneer Green 8GB RAM 256GB - International Version,749.0,Android 14,3,MediaTek Dimensity,8 GB,999.0,256 GB,https://www.noon.com/uae-en/12-5g-dual-sim-woodland-green-pioneer-green-8gb-ram-256gb-international-version/N70059169V/p/?o=c8548bcd80724f9a
Navigator Beige,AED,https://f.nooncdn.com/p/pnsku/N70043147V/45/_/1706771079/c31186df-9298-4b1e-9b89-ad9a997c6d48.jpg?format=jpg&width=240,12 Pro 5G Dual SIM Navigator Beige 8GB RAM 256GB  - International Version,979.0,,3,Qualcomm Snapdragon,8 GB,1399.0,256 GB,https://www.noon.com/uae-en/12-pro-5g-dual-sim-navigator-beige-8gb-ram-256gb-international-version/N70043147V/p/?o=c16e6b993e8b163e
Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 13 256GB Green 5G With Facetime - International version,2484.0,iOS 15,4,Apple,4 GB,3819.0,256 GB,https://www.noon.com/uae-en/iphone-13-256gb-green-5g-with-facetime-international-version/N52930541A/p/?o=bafa33bf17a834ba
Black,AED,https://f.nooncdn.com/p/pnsku/N70083442V/45/_/1717593840/65bc78c7-abf7-4d86-9a5b-f5bb9b768a5a.jpg?format=jpg&width=240,Phone 2A 5G Dual SIM Black 8GB RAM 128GB - International Version,,,3,MediaTek Dimensity,8 GB,999.0,128 GB,https://www.noon.com/uae-en/phone-2a-5g-dual-sim-black-8gb-ram-128gb-international-version/N70083442V/p/?o=d27a8fe0e3d18b1a
Blue,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 15 256GB Blue 5G With FaceTime - International Version,3390.0,,3,Apple Bionic,6 GB,3799.0,256 GB,https://www.noon.com/uae-en/iphone-15-256gb-blue-5g-with-facetime-international-version/N53433288A/p/?o=c4a7aab835ea218d
Aqua Surge,AED,https://f.nooncdn.com/p/pnsku/N53396285A/45/_/1694162867/9a283997-9c22-44dd-8704-475919cfc713.jpg?format=jpg&width=240,Nord CE 3 Dual Sim Aqua Surge 12GB RAM 256GB 5G - International Version,,,4,Qualcomm Snapdragon,12 GB,859.0,256 GB,https://www.noon.com/uae-en/nord-ce-3-dual-sim-aqua-surge-12gb-ram-256gb-5g-international-version/N53396285A/p/?o=f9f2b4c494e319eb
Lake Green,AED,,A31 Dual SIM Lake Green 4GB RAM 128GB 4G LTE,179.0,Android 9(Pie),4,,4 GB,697.5,128 GB,https://www.noon.com/uae-en/a31-dual-sim-lake-green-4gb-ram-128gb-4g-lte/N39483744A/p/?o=e8168e130bc4241f
Black,AED,https://f.nooncdn.com/p/v1686205661/N41254295A_1.jpg?format=jpg&width=240,iPhone 12 With Facetime 128GB Black 5G - International Version,1739.0,Android 10(Q),4,Apple,4 GB,3609.0,128 GB,https://www.noon.com/uae-en/iphone-12-with-facetime-128gb-black-5g-international-version/N41254295A/p/?o=d2a4d180f3e5735c
Black Titanium,AED,https://f.nooncdn.com/p/pnsku/N53432847A/45/_/1694762152/b4cf2b29-5dc8-4d2f-9def-3fa1d5074278.jpg?format=jpg&width=240,iPhone 15 Pro Physical Dual Sim 256GB Black Titanium 5G Without FaceTime,3999.0,,4,Apple Bionic,8 GB,4699.0,256 GB,https://www.noon.com/uae-en/iphone-15-pro-physical-dual-sim-256gb-black-titanium-5g-without-facetime/N53432847A/p/?o=feddf11a72acb90b
White Titanium,AED,https://f.nooncdn.com/p/pnsku/N70106145V/45/_/1725964952/4fa49714-c79d-4fd8-a4eb-6dfcab19009d.jpg?format=jpg&width=240,iPhone 16 Pro 512GB White Titanium 5G With FaceTime - International Version,,iOS 18,4,,8 GB,5749.0,512 GB,https://www.noon.com/uae-en/iphone-16-pro-512gb-white-titanium-5g-with-facetime-international-version/N70106143V/p/?o=f2e9aa76ba5c157c
White Titanium,AED,https://f.nooncdn.com/p/pnsku/N70106153V/45/_/1726043617/2d325e78-dd43-4152-8a3d-c503f387f73e.jpg?format=jpg&width=240,iPhone 16 Pro Max 512GB White Titanium 5G With FaceTime - International Version,,iOS 18,4,,8 GB,6849.0,512 GB,https://www.noon.com/uae-en/iphone-16-pro-max-512gb-white-titanium-5g-with-facetime-international-version/N70106232V/p/?o=af432061b874f6bc
Black,AED,,150 (2020) Dual SIM Red 4MB 4G,,,4,,4 MB,56.95,4 MB,https://www.noon.com/uae-en/150-2020-dual-sim-red-4mb-4g/N53338531A/p/?o=c49c6f588428e65d
Ultramarine,AED,https://f.nooncdn.com/p/pnsku/N70105862V/45/_/1725964808/8080cf1b-5593-4897-b3e2-71a9f2000061.jpg?format=jpg&width=240,iPhone 16 Plus 128GB Ultramarine 5G With FaceTime - International Version,,iOS 18,4,Apple,8 GB,3799.0,128 GB,https://www.noon.com/uae-en/iphone-16-plus-128gb-ultramarine-5g-with-facetime-international-version/N70105880V/p/?o=c1744167f669160a
Space Gray,AED,https://f.nooncdn.com/p/pzsku/Z04C9ABCBA3C76D6A6063Z/45/_/1689859784/8ddba1ce-a918-4f7d-ad03-ee76153fc7ad.jpg?format=jpg&width=240,"Note 13s, 4G LTE, Octacore 8GB RAM + 256GB, 6.9” HD+ Display, Triple Camera, Space Grey, Middle East Version,",399.0,,4,,8 GB,709.0,256 GB,https://www.noon.com/uae-en/note-13s-4g-lte-octacore-8gb-ram-256gb-6-9-hd-display-triple-camera-space-grey-middle-east-version/Z39360AB6B649933DA23EZ/p/?o=z39360ab6b649933da23ez-1
Grey,AED,https://f.nooncdn.com/p/pnsku/N70029839V/45/_/1702371579/4e198871-283f-4817-9461-0961c8984f46.jpg?format=jpg&width=240,POCO X6 Pro 5G Dual SIM Grey 12GB RAM 512GB 5G - Global Version,,,4,MediaTek Dimensity,12 GB,1089.95,512 GB,https://www.noon.com/uae-en/poco-x6-pro-5g-dual-sim-grey-12gb-ram-512gb-5g-global-version/N70029840V/p/?o=dfa8c8561ac0db0a
Black,AED,,A55 Dual Sim Black 8GB RAM 128GB 5G - International Version,395.0,,4,,8 GB,430.0,128 GB,https://www.noon.com/uae-en/a55-dual-sim-black-8gb-ram-128gb-5g-international-version/N70006892V/p/?o=cb4e2bbaabb045cb
Pink,AED,https://f.nooncdn.com/p/pnsku/N70105862V/45/_/1725964808/8080cf1b-5593-4897-b3e2-71a9f2000061.jpg?format=jpg&width=240,iPhone 16 Plus 128GB Pink 5G With FaceTime - International Version,,iOS 18,4,Apple,8 GB,3799.0,128 GB,https://www.noon.com/uae-en/iphone-16-plus-128gb-pink-5g-with-facetime-international-version/N70105861V/p/?o=a5fef8d11b80f2ea
Black,AED,https://f.nooncdn.com/p/pnsku/N70106136V/45/_/1725964715/bb2c6620-f447-45d5-9ce3-c44991990e04.jpg?format=jpg&width=240,iPhone 16 256GB Black 5G With FaceTime - International Version,,iOS 18,4,Apple,8 GB,3799.0,256 GB,https://www.noon.com/uae-en/iphone-16-256gb-black-5g-with-facetime-international-version/N70106136V/p/?o=f533642bc65aa0cf
Dark Blue,AED,,3310 4G Mobile Phone Dark Blue,,,4,,32 MB,66.8,16 GB,https://www.noon.com/uae-en/3310-4g-mobile-phone-dark-blue/N53400056A/p/?o=fb96e8a499c68deb
Skyline Blue,AED,,S1 Dual SIM Skyline Blue 6GB RAM 128GB 4G LTE,293.0,Android 9(Pie),4,MediaTek,6 GB,491.0,128 GB,https://www.noon.com/uae-en/s1-dual-sim-skyline-blue-6gb-ram-128gb-4g-lte/N29829119A/p/?o=ae1047cadb2d10cc
Pioneer Green,AED,https://f.nooncdn.com/p/pnsku/N70059181V/45/_/1711695652/3f3d4b9f-227c-4263-9dd0-a792c8ff25dc.jpg?format=jpg&width=240,12+ 5G Dual SIM Pioneer Green 12GB RAM 512GB - International Version,1029.0,Android 14,4,MediaTek Dimensity,12 GB,1399.0,512 GB,https://www.noon.com/uae-en/12-5g-dual-sim-pioneer-green-12gb-ram-512gb-international-version/N70059180V/p/?o=dc375a864aa315fc
Starry Blue,AED,https://f.nooncdn.com/p/pnsku/N70071995V/45/_/1715685675/6c7252f9-ec51-4682-9777-fede8d02a71b.jpg?format=jpg&width=240,200 LITE Starry Blue Dual SIM 8GB RAM 256GB  5G - Middle East Version,809.0,,4,MediaTek Dimensity,8 GB,949.0,256 GB,https://www.noon.com/uae-en/200-lite-starry-blue-dual-sim-8gb-ram-256gb-5g-middle-east-version/N70072026V/p/?o=c13957c07b13face
Starry Blue,AED,https://f.nooncdn.com/p/pnsku/N70071995V/45/_/1715685675/6c7252f9-ec51-4682-9777-fede8d02a71b.jpg?format=jpg&width=240,200 LITE Starry Blue Dual SIM 8GB RAM 256GB  5G - Middle East Version,822.0,,4,MediaTek Dimensity,8 GB,949.0,256 GB,https://www.noon.com/uae-en/200-lite-starry-blue-dual-sim-8gb-ram-256gb-5g-middle-east-version/N70072026V/p/?o=c0146df1fa84c8bc
Metallic Sage,AED,,No Camera Mobile Dual SIM Red 8GB RAM 128GB ROM 4G LTE,1049.0,Android 10(Q),4,MediaTek Helio,8 GB,1399.0,128 GB,https://www.noon.com/uae-en/no-camera-mobile-dual-sim-red-8gb-ram-128gb-rom-4g-lte/N51541254A/p/?o=a89f55d2f5e1af2f
Black Beauty,AED,https://f.nooncdn.com/p/pnsku/N70059378V/45/_/1713182529/99939686-e1f7-4a10-b451-e3957ae3a031.jpg?format=jpg&width=240,Edge 50 Pro Dual SIM Black Beauty 12GB RAM 512GB 5G - Middle East Version,1687.0,Android 14,4,Spreadtrum,12 GB,2099.0,512 GB,https://www.noon.com/uae-en/edge-50-pro-dual-sim-black-beauty-12gb-ram-512gb-5g-middle-east-version/N70059378V/p/?o=d3248251a2e7c40c
Just Black,AED,,Pixel 4a 5G 6GB RAM 128GB ROM,530.0,Android 11,4,Snapdragon,6 GB,600.0,128 GB,https://www.noon.com/uae-en/pixel-4a-5g-6gb-ram-128gb-rom/N70099787V/p/?o=b03023a4cda17d3b
Palm Blue,AED,https://f.nooncdn.com/p/pnsku/N70092242V/45/_/1720702943/bc1eaad8-d57a-4d8f-871e-b4743402bcae.jpg?format=jpg&width=240,Note40X Dual SIM Palm Blue 8+8GB RAM 256GB 5G-Middle East Version,,Android 14,4,MediaTek Dimensity,16 GB,689.0,256 GB,https://www.noon.com/uae-en/note40x-dual-sim-palm-blue-8-8gb-ram-256gb-5g-middle-east-version/N70092241V/p/?o=eb58aaecbf7b9c4d
Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 15 256GB Green 5G With FaceTime - Middle East Version,3218.0,,4,Apple Bionic,6 GB,3799.0,256 GB,https://www.noon.com/uae-en/iphone-15-256gb-green-5g-with-facetime-middle-east-version/N53433237A/p/?o=df66ec99135e12bd
Starry Purple,AED,https://f.nooncdn.com/p/pnsku/N70099669V/45/_/1724139515/80b4c67f-5f11-448f-b0de-a6373800640b.jpg?format=jpg&width=240,HONOR X6b Starry Purple 6GB RAM 256GB With Gift  - Middle East Version,,Android 11,5,Qualcomm Snapdragon,6 GB,448.0,256 GB,https://www.noon.com/uae-en/honor-x6b-starry-purple-6gb-ram-256gb-with-gift-middle-east-version/N70099670V/p/?o=baf1b58e0e3093ca
Purple,AED,https://f.nooncdn.com/p/pnsku/N70090558V/45/_/1720545393/ce1e58dc-1494-4a6f-b780-6d51fac4d458.jpg?format=jpg&width=240,235 Dual SIM Purple 64MB RAM 128MB 4G - Middle East Version,,,5,,64 MB,180.25,128 MB,https://www.noon.com/uae-en/235-dual-sim-purple-64mb-ram-128mb-4g-middle-east-version/N70090559V/p/?o=e8e3efbfb285023d
Aurora Green,AED,https://f.nooncdn.com/p/v1680844009/N53368050A_1.jpg?format=jpg&width=240,9 Pro Plus Dual Sim Aurora Green 8GB RAM 128GB 5G - International Version,550.0,Android 12,5,MediaTek Dimensity,8 GB,678.0,128 GB,https://www.noon.com/uae-en/9-pro-plus-dual-sim-aurora-green-8gb-ram-128gb-5g-international-version/N53368050A/p/?o=f985b986eb57e46a
Silver,AED,https://f.nooncdn.com/p/pnsku/N70027743V/45/_/1717679039/4d899cd0-b11f-468f-a2df-a9c02b4bc73a.jpg?format=jpg&width=240,Galaxy A05s Dual SIM Silver 4GB RAM 128GB 4G LTE - Middle East Version,399.0,,5,,4 GB,549.0,128 GB,https://www.noon.com/uae-en/galaxy-a05s-dual-sim-silver-4gb-ram-128gb-4g-lte-middle-east-version/N70027745V/p/?o=a667a6ff4ad6804a
Blue,AED,,230 RM-1172 DS EG Blue 16MB RAM Dual Sim Gsm,,,5,,16 GB,164.0,,https://www.noon.com/uae-en/230-rm-1172-ds-eg-blue-16mb-ram-dual-sim-gsm/N49920529A/p/?o=b398637a2bf1e63c
Black,AED,,216 Dual SIM 16MB RAM 16 MB 4G Black,,,5,,16 MB,62.5,16 MB,https://www.noon.com/uae-en/216-dual-sim-16mb-ram-16-mb-4g-black/N53331753A/p/?o=b3ed5abfe2be9ede
Midnight,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 13 128GB Midnight 5G With FaceTime - UAE Version,2199.0,,5,Apple,4 GB,3399.0,128 GB,https://www.noon.com/uae-en/iphone-13-128gb-midnight-5g-with-facetime-uae-version/N50837748A/p/?o=dd36256b50bbb10e
