colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
,AED,,"15 Pro Super Mini Mobile Small Phone Android Quad Core Black, Mobile Mini Smartphone Ultra Small Pocket Student Children Men and Women Color Purple",169.0,,14,,,220.0,,https://www.noon.com/uae-en/15-pro-super-mini-mobile-small-phone-android-quad-core-black-mobile-mini-smartphone-ultra-small-pocket-student-children-men-and-women-color-purple/Z9FB3779DE4B738D30D43Z/p/?o=z9fb3779de4b738d30d43z-1
Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Pro Max Physical Dual Sim 256GB Gold 5G Without FaceTime,4399.0,,14,Apple,6 GB,5099.0,256 GB,https://www.noon.com/uae-en/iphone-14-pro-max-physical-dual-sim-256gb-gold-5g-without-facetime/N53346955A/p/?o=e46c40287813d78a
Black,AED,https://f.nooncdn.com/p/v1686205663/N43254128A_1.jpg?format=jpg&width=240,8000 Dual SIM Black 512MB RAM 4GB 4G LTE,324.95,,14,Qualcomm Snapdragon,512 MB,399.0,4 GB,https://www.noon.com/uae-en/8000-dual-sim-black-512mb-ram-4gb-4g-lte/N43254128A/p/?o=a2510bcf74a9ce5d
,AED,,"Mobile with Triple Sim Capability and a 10,000mAh Battery Designed for Charging Other Devices. Featuring  FM radio Bluetooth  built in flash light mp3 player with video player.",139.0,,14,,,149.0,,https://www.noon.com/uae-en/mobile-with-triple-sim-capability-and-a-10-000mah-battery-designed-for-charging-other-devices-featuring-fm-radio-bluetooth-built-in-flash-light-mp3-player-with-video-player/Z8AB6472E3EF330DE92FEZ/p/?o=z8ab6472e3ef330de92fez-1
Champagne Gold,AED,,Y85 Dual SIM Champagne Gold 128GB 6GB RAM 4G LTE,,,14,,6 GB,249.9,128 GB,https://www.noon.com/uae-en/y85-dual-sim-champagne-gold-128gb-6gb-ram-4g-lte/N70084548V/p/?o=db616911e0c9dcaf
Gold,AED,,E52 Single Sim,,,14,,60 MB,577.75,1 GB,https://www.noon.com/uae-en/e52-single-sim/N33882217A/p/?o=c726d5ce1594a34d
Phantom Black,AED,https://f.nooncdn.com/p/v1687262900/N49579081A_1.jpg?format=jpg&width=240,Galaxy Z Flip 3 5G Single SIM Phantom Black 8GB RAM 256GB - Middle East Version,929.5,,14,,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-3-5g-single-sim-phantom-black-8gb-ram-256gb-middle-east-version/N49579083A/p/?o=c44388a65d390a4a
Black Titanium,AED,https://f.nooncdn.com/p/pnsku/N53432950A/45/_/1694762142/ec3947ed-eff7-49d1-a190-b71ba4445926.jpg?format=jpg&width=240,iPhone 15 Pro 512GB Black Titanium 5G With FaceTime - Middle East Version,5101.15,,14,Apple Bionic,8 GB,5549.0,512 GB,https://www.noon.com/uae-en/iphone-15-pro-512gb-black-titanium-5g-with-facetime-middle-east-version/N53432950A/p/?o=ba05863d5ce66ebd
Titan Black,AED,,11 Dual SIM Titan Black 16GB RAM 256GB 5G International Version,1600.0,,14,,16 GB,2799.0,256 GB,https://www.noon.com/uae-en/11-dual-sim-titan-black-16gb-ram-256gb-5g-international-version/N53387918A/p/?o=f59e133658d932ba
Deep Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Pro 512GB Deep Purple 5G With FaceTime - Middle East Version,4590.95,,14,Apple,6 GB,5549.0,512 GB,https://www.noon.com/uae-en/iphone-14-pro-512gb-deep-purple-5g-with-facetime-middle-east-version/N53346982A/p/?o=e43ae27bd115917b
Lavender,AED,https://f.nooncdn.com/p/v1687430430/N49579078A_1.jpg?format=jpg&width=240,Galaxy Z Flip 3 5G Single SIM Lavender 8GB RAM 128GB - Middle East Version,924.0,,14,,8 GB,3399.0,128 GB,https://www.noon.com/uae-en/galaxy-z-flip-3-5g-single-sim-lavender-8gb-ram-128gb-middle-east-version/N49579063A/p/?o=a83841fbdd6eb7cb
Galaxy White,AED,https://f.nooncdn.com/p/pnsku/N70023979V/45/_/1700036925/b349a00f-895c-49cf-80e4-9a5b0382b2dd.jpg?format=jpg&width=240,Smart 8 Dual SIM Galaxy White 3+3GB RAM 64GB 4G - Middle East Version,,,14,Unisoc,3 GB,317.85,64 GB,https://www.noon.com/uae-en/smart-8-dual-sim-galaxy-white-3-3gb-ram-64gb-4g-middle-east-version/N70023980V/p/?o=eed2d7e7a82905ce
(Product) Red,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Plus 256GB (Product) Red 5G With FaceTime - Middle East Version,2999.0,iOS 16,14,Apple Bionic,6 GB,4199.0,256 GB,https://www.noon.com/uae-en/iphone-14-plus-256gb-product-red-5g-with-facetime-middle-east-version/N53347133A/p/?o=a1465dba58183ced
Burgundy,AED,,Galaxy S22 Ultra Dual SIM Burgundy 12GB RAM 256GB 5G - International Version,,,14,,12 GB,1790.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-burgundy-12gb-ram-256gb-5g-international-version/N52611461A/p/?o=f2306fed85dd2c8d
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Pro Max 512GB Silver 5G With FaceTime - Middle East Version,4898.95,,14,Apple,6 GB,5949.0,512 GB,https://www.noon.com/uae-en/iphone-14-pro-max-512gb-silver-5g-with-facetime-middle-east-version/N53347034A/p/?o=a95c109022a9bb1f
astro silver,AED,https://f.nooncdn.com/p/pnsku/N70088004V/45/_/1719568676/0ff8dcbe-f753-4aa5-a334-13484cbff73b.jpg?format=jpg&width=240,Reno12 Dual SIM Astro Silver 12GB RAM 512GB 5G - Middle East Version,,,14,MediaTek Dimensity,12 GB,1589.0,512 GB,https://www.noon.com/uae-en/reno12-dual-sim-astro-silver-12gb-ram-512gb-5g-middle-east-version/N70088079V/p/?o=e48c816aa30abc9f
Silver,AED,,Galaxy S21 Plus Phantom Silver 12GB RAM 128GB 5G,749.0,,14,,12 GB,819.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-plus-phantom-silver-12gb-ram-128gb-5g/N47727365A/p/?o=d05ddc119ad033ed
,AED,,"NOKIA 105 (2023) ,Feature Keypad Phone, Dual SIM, Wireless MP3 Player, FM Radio, Ergonomic Keys, Durable Design,(Black)",49.5,Series 60,14,,,79.0,,https://www.noon.com/uae-en/nokia-105-2023-feature-keypad-phone-dual-sim-wireless-mp3-player-fm-radio-ergonomic-keys-durable-design-black/Z392D09552FE931F4552DZ/p/?o=z392d09552fe931f4552dz-1
Blue Titanium,AED,https://f.nooncdn.com/p/pnsku/N53432950A/45/_/1694762142/ec3947ed-eff7-49d1-a190-b71ba4445926.jpg?format=jpg&width=240,iPhone 15 Pro 512GB Blue Titanium 5G With FaceTime - Middle East Version,5081.1,,14,Apple Bionic,8 GB,5549.0,512 GB,https://www.noon.com/uae-en/iphone-15-pro-512gb-blue-titanium-5g-with-facetime-middle-east-version/N53432949A/p/?o=e0a2da450dcfb8ef
Cream,AED,https://f.nooncdn.com/p/pnsku/N53374483A/45/_/1712239198/c8b6dd3a-ab29-494f-8ea3-c9fc34df71e9.jpg?format=jpg&width=240,Galaxy S23 plus 5G Dual SIM Cream 8GB RAM 512GB - Middle East Version,2390.0,,14,,8 GB,4399.0,512 GB,https://www.noon.com/uae-en/galaxy-s23-plus-5g-dual-sim-cream-8gb-ram-512gb-middle-east-version/N53374483A/p/?o=ce33f12d3321899d
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Pro Max Physical Dual Sim 128GB Silver 5G Without FaceTime,3999.0,,14,Apple,6 GB,4699.0,128 GB,https://www.noon.com/uae-en/iphone-14-pro-max-physical-dual-sim-128gb-silver-5g-without-facetime/N53347546A/p/?o=c358f0989b8cbf8a
Pacific Blue,AED,https://f.nooncdn.com/p/pnsku/N70071627V/45/_/1715950470/3111354c-de40-4a9a-9b8d-e4532b10db67.jpg?format=jpg&width=240,"Y38 Dual SIM Pacific Blue 8GB RAM 256GB 5G With Online Exclusive Bundle: TWS Earbuds, 24 Months Warranty And 6 Months Screen Protection - Middle East Version",819.0,Android 14,14,Qualcomm Snapdragon,8 GB,919.0,256 GB,https://www.noon.com/uae-en/y38-dual-sim-pacific-blue-8gb-ram-256gb-5g-with-online-exclusive-bundle-tws-earbuds-24-months-warranty-and-6-months-screen-protection-middle-east-version/N70071626V/p/?o=c688cbc492efc22e
Phantom Violet,AED,https://f.nooncdn.com/p/v1637425587/N43500463A_1.jpg?format=jpg&width=240,Galaxy S21 Plus Dual SIM Phantom Violet 8GB RAM 128GB 5G,777.0,Android 11,14,,8 GB,3799.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-plus-dual-sim-phantom-violet-8gb-ram-128gb-5g/N43578400A/p/?o=b806c58dd7bf094c
Silver,AED,https://f.nooncdn.com/p/v1612774938/N43654970A_1.jpg?format=jpg&width=240,Galaxy S21 Ultra Dual SIM Silver 12GB RAM 128GB 5G - Middle East Version,970.0,,14,,12 GB,1090.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-silver-12gb-ram-128gb-5g-middle-east-version/N43654971A/p/?o=e5162759d7287c0e
Ocean Cyan,AED,https://f.nooncdn.com/p/pnsku/N70093755V/45/_/1721900038/548c08cb-e489-493d-96a4-b5ba41f38869.jpg?format=jpg&width=240,200 Pro Ocean Cyan 5G Dual SIM 12GB RAM 512GB With Free Choice Watch + 1 Year Screen Protection - Middle East Version,,Android 14,14,Qualcomm Snapdragon,12 GB,2499.0,512 GB,https://www.noon.com/uae-en/200-pro-ocean-cyan-5g-dual-sim-12gb-ram-512gb-with-free-choice-watch-1-year-screen-protection-middle-east-version/N70093756V/p/?o=cae46ed4b1e51d5c
Marshmallow Blue,AED,https://f.nooncdn.com/p/pnsku/N70071718V/45/_/1717677621/b4f8ec9a-461c-4c37-8eaf-d5b50dfd9f5d.jpg?format=jpg&width=240,Edge 50 Fusion Dual SIM Marshmallow Blue 12GB RAM 512GB 5G With Free Moto Buds And Screen Damage Protection- Middle East Version,,Android 14,14,Qualcomm Snapdragon,12 GB,1349.0,512 GB,https://www.noon.com/uae-en/edge-50-fusion-dual-sim-marshmallow-blue-12gb-ram-512gb-5g-with-free-moto-buds-and-screen-damage-protection-middle-east-version/N70071716V/p/?o=c4d138f12c4d618b
Mighty Black,AED,https://f.nooncdn.com/p/pnsku/N70024730V/45/_/1700211908/f8e8b381-0454-4efd-829b-3133e38d11d1.jpg?format=jpg&width=240,C53 Dual SIM Mighty Black 8GB 256GB 4G - Middle East Version,,,14,Unisoc,8 GB,599.0,256 GB,https://www.noon.com/uae-en/c53-dual-sim-mighty-black-8gb-256gb-4g-middle-east-version/N70024729V/p/?o=e12d141c45756dfe
Green,AED,,12 Dual Sim Flowy Emerald 16GB RAM 512GB 5G,,,14,Snapdragon,16 GB,2775.0,512 GB,https://www.noon.com/uae-en/12-dual-sim-flowy-emerald-16gb-ram-512gb-5g/N70064879V/p/?o=bf56862eb2998cee
,AED,,Smallest Mobile Phone BM10 Tiny Mini Mobile with Voice Changer Hands Free Bluetooth Dialer Phone for Students Support Dual SIM Card (Orange),,,14,,,61.5,,https://www.noon.com/uae-en/smallest-mobile-phone-bm10-tiny-mini-mobile-with-voice-changer-hands-free-bluetooth-dialer-phone-for-students-support-dual-sim-card-orange/Z12FC1D5B56D4954C539FZ/p/?o=z12fc1d5b56d4954c539fz-1
Deep Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Pro Max 512GB Deep Purple 5G With FaceTime - International Version,4749.0,,14,Apple,6 GB,5949.0,512 GB,https://www.noon.com/uae-en/iphone-14-pro-max-512gb-deep-purple-5g-with-facetime-international-version/N53347211A/p/?o=ae7d957ab8ba51ae
Awesome Silver,AED,https://f.nooncdn.com/p/v1687883524/N53395494A_1.jpg?format=jpg&width=240,Galaxy A34 Dual Sim Awesome Silver 8GB RAM 256GB 5G - International Version,1090.0,,14,MediaTek Dimensity,8 GB,1499.0,256 GB,https://www.noon.com/uae-en/galaxy-a34-dual-sim-awesome-silver-8gb-ram-256gb-5g-international-version/N53395488A/p/?o=ec97baeb1b85d55f
Green,AED,https://f.nooncdn.com/p/v1687521088/N52606014A_1.jpg?format=jpg&width=240,Galaxy S22 Single Sim + eSim Green 8GB RAM 256GB 5G - International Version,,,14,,8 GB,1319.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-single-sim-esim-green-8gb-ram-256gb-5g-international-version/N52606014A/p/?o=bc0ccb68c65225cd
Crystal Black,AED,https://f.nooncdn.com/p/pnsku/N70045650V/45/_/1707982991/56367dea-80b3-41fb-96b9-df372b110b39.jpg?format=jpg&width=240,V30 Lite 5G Dual SIM Crystal Black 12GB RAM 256GB,1030.0,,14,,12 GB,1099.0,256 GB,https://www.noon.com/uae-en/v30-lite-5g-dual-sim-crystal-black-12gb-ram-256gb/N70045650V/p/?o=cbe519985ac4ba6b
Yellow,AED,,8110 Dual SIM Yellow 512MB RAM 4GB 4G LTE,,,14,Qualcomm Snapdragon 205,512 MB,297.25,4 GB,https://www.noon.com/uae-en/8110-dual-sim-yellow-512mb-ram-4gb-4g-lte/N15802793A/p/?o=d7456e18e98b62af
Phantom White,AED,https://f.nooncdn.com/p/v1687430444/N52607073A_1.jpg?format=jpg&width=240,Galaxy S22 Ultra Dual SIM Phantom White 12GB RAM 512GB 5G - International Version,,,14,,12 GB,1970.0,512 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-phantom-white-12gb-ram-512gb-5g-international-version/N52607071A/p/?o=ac67b15b1bac5c5f
Phantom Black,AED,https://f.nooncdn.com/p/v1669213766/N43500466A_1.jpg?format=jpg&width=240,Galaxy S21 Plus Dual SIM Phantom Black 8GB RAM 256GB 5G,896.0,Android 11,14,,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-plus-dual-sim-phantom-black-8gb-ram-256gb-5g/N43500466A/p/?o=cb9e751e3b886efb
phantom balck,AED,,Galaxy S21 Ultra Dual Sim (eSim+Physical Sim) Phantom Black 12Gb Ram 256Gb 5G International Version,1110.0,Android 12,14,Qualcomm Snapdragon,12 GB,1293.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-esim-physical-sim-phantom-black-12gb-ram-256gb-5g-international-version/N70000993V/p/?o=d420a57900f4034a
Bora Purple,AED,https://f.nooncdn.com/p/v1687265277/N53338184A_1.jpg?format=jpg&width=240,Galaxy Z Flip 4 5G Single SIM + eSIM Bora Purple 8GB RAM 128GB - Middle East Version,1040.0,,14,,8 GB,3799.0,128 GB,https://www.noon.com/uae-en/galaxy-z-flip-4-5g-single-sim-esim-bora-purple-8gb-ram-128gb-middle-east-version/N53338182A/p/?o=d7b6ecf05f77532f
Black,AED,,8110 Dual SIM Black 512MB RAM 4GB 4G LTE,224.25,,14,Qualcomm Snapdragon,512 MB,399.0,4 GB,https://www.noon.com/uae-en/8110-dual-sim-black-512mb-ram-4gb-4g-lte/N15962390A/p/?o=d3c3cc0c500f3b6e
Phantom green,AED,https://f.nooncdn.com/p/v1630500021/N50585103A_1.jpg?format=jpg&width=240,Galaxy Z Fold 3 5G Dual SIM Phantom Green 12GB RAM 512GB - International Version,,Android 11,14,Qualcomm Snapdragon,12 GB,1778.0,512 GB,https://www.noon.com/uae-en/galaxy-z-fold-3-5g-dual-sim-phantom-green-12gb-ram-512gb-international-version/N50585102A/p/?o=d7ebbf4c6e48460f
White,AED,,"Smartphone 14 Ultra 5G,12GB+256GB, 6.73 inch HyperOS Snapdragon 8 Gen 3 Octa Core 4nm Up To 3.3GHz, Leica 50MP-Chinese Version White",,,14,Snapdragon,12 GB,3550.0,256 GB,https://www.noon.com/uae-en/smartphone-14-ultra-5g-12gb-256gb-6-73-inch-hyperos-snapdragon-8-gen-3-octa-core-4nm-up-to-3-3ghz-leica-50mp-chinese-version-white/N70086860V/p/?o=b8587bf339e104da
Phantom Silver,AED,,Galaxy S21 Ultra Dual Sim Phantom Silver 12Gb Ram 256Gb 5G International Version,999.0,Android 11,14,Qualcomm Snapdragon,12 GB,1228.5,256 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-phantom-silver-12gb-ram-256gb-5g-international-version/N53434117A/p/?o=b4499e27b250b92a
Phantom White,AED,https://f.nooncdn.com/p/v1687430441/N52535495A_1.jpg?format=jpg&width=240,Galaxy S22 Ultra Dual SIM Phantom White 12GB RAM 512GB 5G - Middle East Version,2250.0,Android 12,14,Snapdragon,12 GB,5499.0,512 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-phantom-white-12gb-ram-512gb-5g-middle-east-version/N52535361A/p/?o=e68b2c5db309d12a
Hacker Black,AED,,9RT Dual Sim Hacker Black 256GB 8GB RAM 5G - International Version,909.0,,14,Qualcomm Snapdragon,8 GB,1125.0,256 GB,https://www.noon.com/uae-en/9rt-dual-sim-hacker-black-256gb-8gb-ram-5g-international-version/N52553161A/p/?o=c903ba2494e08b1b
Phantom Silver,AED,https://f.nooncdn.com/p/v1669213766/N43500466A_1.jpg?format=jpg&width=240,Galaxy S21 Plus Dual SIM Phantom Silver 8GB RAM 256GB 5G - Middle East Version,885.0,Android 11,14,Exynos Octa,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-plus-dual-sim-phantom-silver-8gb-ram-256gb-5g-middle-east-version/N43500467A/p/?o=e6ac985aa0361bfe
White Titanium,AED,https://f.nooncdn.com/p/pnsku/N53432521A/45/_/1694762131/495b9c8d-77b7-4541-8f1d-434364afbaf4.jpg?format=jpg&width=240,iPhone 15 Pro 1TB White Titanium 5G With FaceTime - Middle East Version,5099.0,,14,Apple Bionic,8 GB,6399.0,1 TB,https://www.noon.com/uae-en/iphone-15-pro-1tb-white-titanium-5g-with-facetime-middle-east-version/N53433278A/p/?o=fe7f3617d0102b9c
Black,AED,,125 Black 4MB 4G (2020),,,14,,4 MB,64.95,4 MB,https://www.noon.com/uae-en/125-black-4mb-4g-2020/N53338530A/p/?o=fb36f99e903358be
Predawn Black,AED,https://f.nooncdn.com/p/v1683614028/N53404385A_1.jpg?format=jpg&width=240,Camon 20 Dual SIM Predawn Black 8GB RAM 256GB 4G - Middle East Version,,,14,,8 GB,475.0,256 GB,https://www.noon.com/uae-en/camon-20-dual-sim-predawn-black-8gb-ram-256gb-4g-middle-east-version/N53404384A/p/?o=b6fb971ba2b8124a
Phantom black,AED,https://f.nooncdn.com/p/v1687265282/N53347429A_1.jpg?format=jpg&width=240,Galaxy Z Fold 4 Single SIM + eSIM SIM Phantom Black 12GB RAM 256GB 5G - International Version,1975.0,,14,Qualcomm Snapdragon,12 GB,6799.0,256 GB,https://www.noon.com/uae-en/galaxy-z-fold-4-single-sim-esim-sim-phantom-black-12gb-ram-256gb-5g-international-version/N53347430A/p/?o=b6d23703b2ac4dcf
Aqua Green,AED,,Redmi 13R Aqua Green 6GB RAM 128GB 5G China Version,,,13,,6 GB,366.0,128 GB,https://www.noon.com/uae-en/redmi-13r-aqua-green-6gb-ram-128gb-5g-china-version/N70082103V/p/?o=a7c0f9444c7e04be
Phantom Violet,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy S21 Dual SIM Phantom Violet 8GB RAM 256GB 5G - Middle East Version,880.0,Android 11,13,,8 GB,3399.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-dual-sim-phantom-violet-8gb-ram-256gb-5g-middle-east-version/N43578399A/p/?o=e66c80a6c9343aae
Ocean Blue,AED,https://f.nooncdn.com/p/v1687265337/N53390286A_1.jpg?format=jpg&width=240,Redmi 12C Dual SIM Ocean Blue 6GB RAM 128GB 4G - Global Version,330.0,Android 12,13,MediaTek Helio,6 GB,599.0,128 GB,https://www.noon.com/uae-en/redmi-12c-dual-sim-ocean-blue-6gb-ram-128gb-4g-global-version/N53390285A/p/?o=d6edf743961885ca
Midnight Black,AED,https://f.nooncdn.com/p/v1687265343/N53392513A_1.jpg?format=jpg&width=240,Redmi Note 12 Pro Dual SIM Midnight / Onyx  Black 8GB RAM 256GB 5G - Global Version,814.0,,14,,8 GB,1299.0,256 GB,https://www.noon.com/uae-en/redmi-note-12-pro-dual-sim-midnight-onyx-black-8gb-ram-256gb-5g-global-version/N53392513A/p/?o=b6e46324625cb33f
Blue,AED,https://f.nooncdn.com/p/v1687430452/N52877171A_1.jpg?format=jpg&width=240,Galaxy A23 Dual SIM Blue 4GB RAM 128GB 4G - Middle East Version,690.0,,13,Samsung Exynos,4 GB,899.0,128 GB,https://www.noon.com/uae-en/galaxy-a23-dual-sim-blue-4gb-ram-128gb-4g-middle-east-version/N52877170A/p/?o=c9c7ebe8b47e172d
Awesome Silver,AED,https://f.nooncdn.com/p/v1687521112/N53395462A_1.jpg?format=jpg&width=240,Galaxy A34 Dual Sim Awesome Silver 8GB RAM 128GB 5G - International Version,,,13,MediaTek Dimensity,8 GB,898.0,128 GB,https://www.noon.com/uae-en/galaxy-a34-dual-sim-awesome-silver-8gb-ram-128gb-5g-international-version/N53395459A/p/?o=ab53c9bff71a212e
Brown,AED,https://f.nooncdn.com/p/pnsku/N70073423V/45/_/1719987223/0a515b1f-18c3-4f6a-bde9-d26097d5a563.jpg?format=jpg&width=240,V30e 5G Dual SIM Brown 12GB RAM 256GB 5G - Middle East Version,,Android 14,13,Qualcomm Snapdragon,12 GB,1543.65,256 GB,https://www.noon.com/uae-en/v30e-5g-dual-sim-brown-12gb-ram-256gb-5g-middle-east-version/N70073423V/p/?o=d49d29171d891f8b
,AED,,"NOKIA 6310,Feature Keypad Phone, Dual SIM, Wireless MP3 Player, FM Radio, BIg Screen,clearer content ,Entertainment games, Durable Design, Long Standby(Yellow)",60.0,,13,,,89.9,,https://www.noon.com/uae-en/nokia-6310-feature-keypad-phone-dual-sim-wireless-mp3-player-fm-radio-big-screen-clearer-content-entertainment-games-durable-design-long-standby-yellow/ZAC827121DDB18628D775Z/p/?o=zac827121ddb18628d775z-1
Phantom Black,AED,https://f.nooncdn.com/p/v1669299040/N52607990A_1.jpg?format=jpg&width=240,Galaxy S22+ Dual SIM Phantom Black 8GB RAM 256GB 5G - International Version,,,13,,8 GB,1310.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-dual-sim-phantom-black-8gb-ram-256gb-5g-international-version/N52595755A/p/?o=e5236534a26b9d8a
Moonstone Black,AED,https://f.nooncdn.com/p/v1687265280/N53343471A_1.jpg?format=jpg&width=240,10T 5G Dual SIM Moonstone Black 16GB Ram 256GB - International Version,1115.0,,13,Qualcomm Snapdragon,16 GB,1799.0,256 GB,https://www.noon.com/uae-en/10t-5g-dual-sim-moonstone-black-16gb-ram-256gb-international-version/N53343573A/p/?o=ac6a2e0f9d1e155d
White,AED,https://f.nooncdn.com/p/pnsku/N70071900V/45/_/1715694724/f99386e8-a2c4-423d-8dbd-c25a7f571d19.jpg?format=jpg&width=240,Pura 70 Dual SIM White 12GB RAM 256GB + Huawei Freebuds Pro3 + 6 month Huawei Care+ - Middle East Version,,,13,,12 GB,2970.0,256 GB,https://www.noon.com/uae-en/pura-70-dual-sim-white-12gb-ram-256gb-huawei-freebuds-pro3-6-month-huawei-care-middle-east-version/N70071901V/p/?o=cd0384f2b03ae53a
Black,AED,,Galaxy S21 Ultra Dual SIM Black 12GB RAM 256GB 5G With Galaxy Buds Pro And Smart Tag - International Version,,,13,,12 GB,1775.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-black-12gb-ram-256gb-5g-with-galaxy-buds-pro-and-smart-tag-international-version/N43692683A/p/?o=b778c05e0614baab
Dark Grey,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Phone 2 Dual SIM Dark Grey 12GB RAM 512GB 5G - Middle East Version,,,13,Qualcomm Snapdragon,12 GB,2475.0,512 GB,https://www.noon.com/uae-en/phone-2-dual-sim-dark-grey-12gb-ram-512gb-5g-middle-east-version/N53427091A/p/?o=c618d19914cc1e9d
Silver Shadow,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy Z Fold 6 Single SIM + eSIM Silver Shadow 12GB RAM 1TB 5G - Middle East Version,7085.6,Android 14,13,Qualcomm Snapdragon,12 GB,8699.0,1 TB,https://www.noon.com/uae-en/galaxy-z-fold-6-single-sim-esim-silver-shadow-12gb-ram-1tb-5g-middle-east-version/N70085320V/p/?o=adeb9950a3d55aaf
Lavender,AED,https://f.nooncdn.com/p/pnsku/N53374778A/45/_/1712239196/39f2ce6e-1ce2-4015-9a5e-bd0426b8379f.jpg?format=jpg&width=240,Galaxy S23 plus 5G Dual SIM Lavender 8GB RAM 256GB - Middle East Version,2280.0,,13,,8 GB,3899.0,256 GB,https://www.noon.com/uae-en/galaxy-s23-plus-5g-dual-sim-lavender-8gb-ram-256gb-middle-east-version/N53374460A/p/?o=f965dfd77cace4bb
Green,AED,https://f.nooncdn.com/p/v1687521096/N53337565A_1.jpg?format=jpg&width=240,Galaxy S22  Dual SIM Green 8GB RAM 256GB 5G - Middle East Version,1399.0,,13,,8 GB,3399.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-dual-sim-green-8gb-ram-256gb-5g-middle-east-version/N52535251A/p/?o=ebb507d7fea82e9e
Space Black,AED,https://f.nooncdn.com/p/pnsku/N70064565V/45/_/1715670795/a31a852b-17f7-46ac-bb01-96a72a30b9f0.jpg?format=jpg&width=240,Y03 4G Dual SIM Space Black 4GB RAM 128GB 5000Mah - Middle East Version,370.0,,13,,4 GB,399.0,128 GB,https://www.noon.com/uae-en/y03-4g-dual-sim-space-black-4gb-ram-128gb-5000mah-middle-east-version/N70064566V/p/?o=b97746140f90575b
Bora Purple,AED,https://f.nooncdn.com/p/v1662477639/N53348428A_1.jpg?format=jpg&width=240,Galaxy Z Flip 4 5G Single SIM Bora Purple 8GB RAM 512GB - International Version,,Android 11,13,,8 GB,1435.0,512 GB,https://www.noon.com/uae-en/galaxy-z-flip-4-5g-single-sim-bora-purple-8gb-ram-512gb-international-version/N53348419A/p/?o=c952f2f4b0bc4b9b
,AED,,Nokia 105 Black 4MB RAM 4MB Memory 1.8 inch Screen Voice Recorder Blue,,,13,,,50.0,,https://www.noon.com/uae-en/nokia-105-black-4mb-ram-4mb-memory-1-8-inch-screen-voice-recorder-blue/Z92791A128AA219631DF7Z/p/?o=z92791a128aa219631df7z-1
Black,AED,https://f.nooncdn.com/p/v1687521113/N53395497A_1.jpg?format=jpg&width=240,Galaxy A24 Dual Sim Black 6GB RAM 128GB 4G - Middle East Version,720.0,,13,MediaTek Helio,6 GB,899.0,128 GB,https://www.noon.com/uae-en/galaxy-a24-dual-sim-black-6gb-ram-128gb-4g-middle-east-version/N53395497A/p/?o=a4805d6efb2fe1ee
Black,AED,,S62 Pro Dual Sim Black 6GB RAM 128GB 4G LTE,,,13,Qualcomm Snapdragon,6 GB,1860.0,128 MB,https://www.noon.com/uae-en/s62-pro-dual-sim-black-6gb-ram-128gb-4g-lte/N41302849A/p/?o=ef7f06b15b0ba98c
Phantom Black,AED,,S21 Ultra Dual Sim Black 12GB RAM/ 256GB/ 5G,1100.0,,13,,12 GB,1280.0,256 GB,https://www.noon.com/uae-en/s21-ultra-dual-sim-black-12gb-ram-256gb-5g/N43768403A/p/?o=b4a96cdf0493b38e
